"","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions","","Peer Group","All Institutions"
"","","Report Period","20241231","","Report Period","20240930","","Report Period","20240630","","Report Period","20240331","","Report Period","20231231","","Report Period","20230930","","Report Period","20230630","","Report Period","20230331","","Report Period","20221231","","Report Period","20220930","","Report Period","20220630","","Report Period","20220331","","Report Period","20211231","","Report Period","20210930","","Report Period","20210630","","Report Period","20210331","","Report Period","20201231","","Report Period","20200930","","Report Period","20200630","","Report Period","20200331","","Report Period","20191231","","Report Period","20190930","","Report Period","20190630","","Report Period","20190331","","Report Period","20181231","","Report Period","20180930","","Report Period","20180630","","Report Period","20180331","","Report Period","20171231","","Report Period","20170930","","Report Period","20170630","","Report Period","20170331","","Report Period","20161231","","Report Period","20160930","","Report Period","20160630","","Report Period","20160331","","Report Period","20151231","","Report Period","20150930","","Report Period","20150630","","Report Period","20150331"
"","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD","","Income Basis","YTD"
"","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$","","Unit Type","$"
"Residential Mortgage Backed: Pass-Through Issued by F.N.M.A. and F.H.L.M.C.","","SCFMN","$1,526,542,783","","SCFMN","$1,535,706,347","","SCFMN","$1,527,829,166","","SCFMN","$1,556,026,113","","SCFMN","$1,575,727,956","","SCFMN","$1,574,361,043","","SCFMN","$1,628,007,362","","SCFMN","$1,670,778,534","","SCFMN","$1,757,296,677","","SCFMN","$1,789,301,678","","SCFMN","$1,874,696,193","","SCFMN","$1,975,590,513","","SCFMN","$2,006,711,106","","SCFMN","$1,966,283,131","","SCFMN","$1,898,130,844","","SCFMN","$1,784,342,346","","SCFMN","$1,579,182,435","","SCFMN","$1,386,096,681","","SCFMN","$1,261,206,683","","SCFMN","$1,210,267,895","","SCFMN","$1,126,257,616","","SCFMN","$1,113,844,782","","SCFMN","$1,066,938,676","","SCFMN","$1,036,542,066","","SCFMN","$1,022,068,423","","SCFMN","$1,013,101,831","","SCFMN","$1,021,001,433","","SCFMN","$997,178,966","","SCFMN","$1,008,944,088","","SCFMN","$1,013,060,890","","SCFMN","$986,330,413","","SCFMN","$953,585,806","","SCFMN","$933,543,184","","SCFMN","$918,194,122","","SCFMN","$861,371,572","","SCFMN","$828,879,033","","SCFMN","$821,950,405","","SCFMN","$801,535,982","","SCFMN","$782,625,125","","SCFMN","$763,257,317"
"Residential Mortgage Backed: Pass-Through Issued by G.N.M.A.","","SCGNM","$497,230,866","","SCGNM","$494,634,817","","SCGNM","$459,379,691","","SCGNM","$439,734,558","","SCGNM","$430,008,251","","SCGNM","$399,714,092","","SCGNM","$401,862,624","","SCGNM","$402,099,498","","SCGNM","$392,279,344","","SCGNM","$374,838,459","","SCGNM","$380,837,250","","SCGNM","$373,754,089","","SCGNM","$352,295,762","","SCGNM","$351,600,267","","SCGNM","$350,838,465","","SCGNM","$372,137,004","","SCGNM","$386,424,414","","SCGNM","$411,366,872","","SCGNM","$436,123,902","","SCGNM","$442,592,751","","SCGNM","$425,701,766","","SCGNM","$425,529,929","","SCGNM","$407,393,698","","SCGNM","$385,077,034","","SCGNM","$384,505,819","","SCGNM","$379,312,021","","SCGNM","$373,981,973","","SCGNM","$365,312,574","","SCGNM","$369,395,665","","SCGNM","$352,870,390","","SCGNM","$336,903,983","","SCGNM","$331,269,533","","SCGNM","$325,208,252","","SCGNM","$300,713,884","","SCGNM","$299,677,453","","SCGNM","$298,586,636","","SCGNM","$292,562,784","","SCGNM","$259,245,740","","SCGNM","$248,528,327","","SCGNM","$243,624,707"
"Collateralized Mortgage Obligations (CMOs) and REMICS Issued by U.S. Government Agencies or Sponsored Agencies","","SCCOL","$489,367,883","","SCCOL","$489,395,755","","SCCOL","$475,355,602","","SCCOL","$468,352,048","","SCCOL","$460,927,068","","SCCOL","$450,297,895","","SCCOL","$474,934,797","","SCCOL","$489,344,516","","SCCOL","$512,229,706","","SCCOL","$523,559,321","","SCCOL","$539,042,977","","SCCOL","$555,859,477","","SCCOL","$574,944,764","","SCCOL","$568,045,759","","SCCOL","$552,620,290","","SCCOL","$552,359,919","","SCCOL","$544,850,875","","SCCOL","$495,913,546","","SCCOL","$474,074,151","","SCCOL","$444,653,699","","SCCOL","$426,522,654","","SCCOL","$424,875,168","","SCCOL","$419,642,154","","SCCOL","$421,945,669","","SCCOL","$417,396,047","","SCCOL","$414,755,479","","SCCOL","$413,469,868","","SCCOL","$410,625,810","","SCCOL","$411,902,852","","SCCOL","$417,231,388","","SCCOL","$417,122,318","","SCCOL","$419,044,500","","SCCOL","$419,560,026","","SCCOL","$432,617,107","","SCCOL","$436,397,073","","SCCOL","$445,397,916","","SCCOL","$444,035,345","","SCCOL","$444,197,944","","SCCOL","$443,952,521","","SCCOL","$452,408,011"
"Commercial Mortgage-Backed Pass-Through Securities Issued or Guaranteed by F.N.M.A., F.H.L.M.C., or G.N.M.A.","","SCCPTG","$201,508,705","","SCCPTG","$193,966,240","","SCCPTG","$186,943,481","","SCCPTG","$183,171,442","","SCCPTG","$181,984,240","","SCCPTG","$178,922,533","","SCCPTG","$183,689,537","","SCCPTG","$187,900,757","","SCCPTG","$187,551,494","","SCCPTG","$185,290,693","","SCCPTG","$215,368,842","","SCCPTG","$211,327,496","","SCCPTG","$222,246,201","","SCCPTG","$216,445,086","","SCCPTG","$219,641,564","","SCCPTG","$207,504,664","","SCCPTG","$200,231,386","","SCCPTG","$182,355,210","","SCCPTG","$172,330,272","","SCCPTG","$159,735,081","","SCCPTG","$147,982,769","","SCCPTG","$144,215,700","","SCCPTG","$137,738,221","","SCCPTG","$130,326,400","","SCCPTG","$124,336,019","","SCCPTG","$116,474,703","","SCCPTG","$112,698,115","","SCCPTG","$105,532,283","","SCCPTG","$104,035,894","","SCCPTG","$94,324,271","","SCCPTG","$89,461,517","","SCCPTG","$86,210,966","","SCCPTG","$82,534,102","","SCCPTG","$81,322,241","","SCCPTG","$72,485,052","","SCCPTG","$67,412,905","","SCCPTG","$58,965,016","","SCCPTG","$52,164,172","","SCCPTG","$47,348,834","","SCCPTG","$43,918,925"
"Commercial Mortgage-Backed Other Securities Issued or Guaranteed by U.S. Government Agencies or Sponsored Agencies","","SCCMOG","$137,095,574","","SCCMOG","$148,857,149","","SCCMOG","$147,530,200","","SCCMOG","$148,688,784","","SCCMOG","$151,407,647","","SCCMOG","$147,148,763","","SCCMOG","$150,288,224","","SCCMOG","$154,837,815","","SCCMOG","$171,902,486","","SCCMOG","$195,395,164","","SCCMOG","$233,994,404","","SCCMOG","$271,076,175","","SCCMOG","$275,226,790","","SCCMOG","$271,988,405","","SCCMOG","$260,677,206","","SCCMOG","$247,510,851","","SCCMOG","$237,618,206","","SCCMOG","$226,255,139","","SCCMOG","$208,844,554","","SCCMOG","$196,109,335","","SCCMOG","$177,847,078","","SCCMOG","$172,225,633","","SCCMOG","$163,076,821","","SCCMOG","$158,482,254","","SCCMOG","$155,144,788","","SCCMOG","$150,377,932","","SCCMOG","$148,659,352","","SCCMOG","$143,948,651","","SCCMOG","$140,236,140","","SCCMOG","$134,645,227","","SCCMOG","$131,982,922","","SCCMOG","$128,991,693","","SCCMOG","$125,008,137","","SCCMOG","$118,091,064","","SCCMOG","$113,224,967","","SCCMOG","$106,285,443","","SCCMOG","$99,427,613","","SCCMOG","$92,531,591","","SCCMOG","$88,463,511","","SCCMOG","$87,036,632"
"Securities Issued by States & Political Subdivisions","","SCMUNI","$301,780,767","","SCMUNI","$310,480,933","","SCMUNI","$309,806,833","","SCMUNI","$318,017,481","","SCMUNI","$333,453,513","","SCMUNI","$326,500,241","","SCMUNI","$348,520,184","","SCMUNI","$367,088,991","","SCMUNI","$383,951,441","","SCMUNI","$389,628,767","","SCMUNI","$404,955,277","","SCMUNI","$415,906,085","","SCMUNI","$423,814,997","","SCMUNI","$411,951,824","","SCMUNI","$401,773,162","","SCMUNI","$386,699,217","","SCMUNI","$375,912,327","","SCMUNI","$355,841,213","","SCMUNI","$342,342,718","","SCMUNI","$331,181,525","","SCMUNI","$313,269,670","","SCMUNI","$308,369,789","","SCMUNI","$307,421,932","","SCMUNI","$321,878,172","","SCMUNI","$329,616,131","","SCMUNI","$333,480,800","","SCMUNI","$347,561,830","","SCMUNI","$354,558,955","","SCMUNI","$369,663,855","","SCMUNI","$368,481,338","","SCMUNI","$369,082,035","","SCMUNI","$363,911,992","","SCMUNI","$360,291,448","","SCMUNI","$357,502,237","","SCMUNI","$352,863,795","","SCMUNI","$344,394,110","","SCMUNI","$341,170,105","","SCMUNI","$335,246,951","","SCMUNI","$328,732,186","","SCMUNI","$322,933,085"
"Other Domestic Debt Securities","","SCDOMO","$516,487,990","","SCDOMO","$528,881,678","","SCDOMO","$536,391,311","","SCDOMO","$555,217,480","","SCDOMO","$572,603,767","","SCDOMO","$562,460,461","","SCDOMO","$580,200,405","","SCDOMO","$590,335,734","","SCDOMO","$607,687,956","","SCDOMO","$587,062,737","","SCDOMO","$556,517,840","","SCDOMO","$532,200,753","","SCDOMO","$507,745,201","","SCDOMO","$473,565,021","","SCDOMO","$440,760,095","","SCDOMO","$422,326,629","","SCDOMO","$391,056,427","","SCDOMO","$390,412,575","","SCDOMO","$399,140,067","","SCDOMO","$400,952,636","","SCDOMO","$373,648,735","","SCDOMO","$364,004,952","","SCDOMO","$361,157,724","","SCDOMO","$362,913,231","","SCDOMO","$366,318,883","","SCDOMO","$362,194,961","","SCDOMO","$357,016,477","","SCDOMO","$359,431,978","","SCDOMO","$367,577,840","","SCDOMO","$378,542,957","","SCDOMO","$386,101,697","","SCDOMO","$396,899,449","","SCDOMO","$404,240,915","","SCDOMO","$424,640,567","","SCDOMO","$437,055,567","","SCDOMO","$440,410,810","","SCDOMO","$443,842,619","","SCDOMO","$461,761,729","","SCDOMO","$474,861,683","","SCDOMO","$488,903,548"
"Privately Issued Residential Mortgage-Backed Securities","","SCRMBPI","$57,981,874","","SCRMBPI","$58,819,791","","SCRMBPI","$56,926,932","","SCRMBPI","$60,791,561","","SCRMBPI","$61,849,733","","SCRMBPI","$60,961,532","","SCRMBPI","$63,127,583","","SCRMBPI","$65,471,315","","SCRMBPI","$66,421,648","","SCRMBPI","$66,856,148","","SCRMBPI","$69,013,678","","SCRMBPI","$68,274,262","","SCRMBPI","$62,941,943","","SCRMBPI","$56,156,545","","SCRMBPI","$49,291,616","","SCRMBPI","$48,297,920","","SCRMBPI","$45,672,133","","SCRMBPI","$47,038,827","","SCRMBPI","$47,922,634","","SCRMBPI","$43,742,231","","SCRMBPI","$41,537,806","","SCRMBPI","$41,063,345","","SCRMBPI","$40,319,606","","SCRMBPI","$38,341,395","","SCRMBPI","$38,189,339","","SCRMBPI","$39,369,311","","SCRMBPI","$43,154,055","","SCRMBPI","$46,335,154","","SCRMBPI","$52,740,232","","SCRMBPI","$57,070,358","","SCRMBPI","$60,990,660","","SCRMBPI","$63,216,141","","SCRMBPI","$63,851,060","","SCRMBPI","$70,093,001","","SCRMBPI","$75,328,728","","SCRMBPI","$79,747,448","","SCRMBPI","$84,205,000","","SCRMBPI","$98,155,264","","SCRMBPI","$106,455,560","","SCRMBPI","$112,929,479"
"Other Commercial Mortgage-Backed Securities","","SCCMOS","$54,505,686","","SCCMOS","$56,459,884","","SCCMOS","$56,522,529","","SCCMOS","$57,681,058","","SCCMOS","$59,568,974","","SCCMOS","$58,718,731","","SCCMOS","$60,494,713","","SCCMOS","$61,812,939","","SCCMOS","$62,500,287","","SCCMOS","$65,778,004","","SCCMOS","$66,281,861","","SCCMOS","$65,722,084","","SCCMOS","$62,709,258","","SCCMOS","$58,183,279","","SCCMOS","$55,613,037","","SCCMOS","$51,988,572","","SCCMOS","$49,778,382","","SCCMOS","$49,805,584","","SCCMOS","$51,301,977","","SCCMOS","$49,334,505","","SCCMOS","$47,953,204","","SCCMOS","$47,676,559","","SCCMOS","$47,537,868","","SCCMOS","$46,892,201","","SCCMOS","$45,486,573","","SCCMOS","$44,087,744","","SCCMOS","$43,778,991","","SCCMOS","$44,601,636","","SCCMOS","$46,093,112","","SCCMOS","$47,950,279","","SCCMOS","$49,762,555","","SCCMOS","$52,193,200","","SCCMOS","$55,316,913","","SCCMOS","$58,622,108","","SCCMOS","$65,832,146","","SCCMOS","$69,292,889","","SCCMOS","$70,534,831","","SCCMOS","$70,873,410","","SCCMOS","$70,119,687","","SCCMOS","$70,670,597"
"Asset Backed Securities","","SCABS","$82,175,862","","SCABS","$88,213,784","","SCABS","$91,869,945","","SCABS","$96,829,094","","SCABS","$102,600,434","","SCABS","$97,167,633","","SCABS","$103,107,925","","SCABS","$106,429,591","","SCABS","$117,291,128","","SCABS","$116,703,971","","SCABS","$125,431,318","","SCABS","$127,347,917","","SCABS","$125,310,977","","SCABS","$123,384,154","","SCABS","$116,915,734","","SCABS","$115,707,779","","SCABS","$111,212,756","","SCABS","$109,530,171","","SCABS","$112,654,750","","SCABS","$121,033,670","","SCABS","$110,121,520","","SCABS","$109,744,636","","SCABS","$111,437,088","","SCABS","$114,881,535","","SCABS","$117,695,223","","SCABS","$115,780,489","","SCABS","$115,848,990","","SCABS","$113,583,326","","SCABS","$113,506,145","","SCABS","$116,084,470","","SCABS","$118,285,328","","SCABS","$123,091,602","","SCABS","$123,824,564","","SCABS","$128,575,869","","SCABS","$131,063,732","","SCABS","$132,101,553","","SCABS","$134,615,210","","SCABS","$140,997,881","","SCABS","$148,731,100","","SCABS","$156,782,433"
"Structured Financial Products","","SCSFP","$251,511,165","","SCSFP","$250,847,408","","SCSFP","$253,961,545","","SCSFP","$260,509,365","","SCSFP","$267,298,286","","SCSFP","$265,529,040","","SCSFP","$272,059,333","","SCSFP","$271,123,575","","SCSFP","$270,936,376","","SCSFP","$245,840,684","","SCSFP","$199,052,473","","SCSFP","$171,036,913","","SCSFP","$163,447,432","","SCSFP","$145,579,506","","SCSFP","$129,028,182","","SCSFP","$119,623,433","","SCSFP","$103,625,340","","SCSFP","$101,300,947","","SCSFP","$104,069,428","","SCSFP","$104,250,588","","SCSFP","$103,497,048","","SCSFP","$99,263,509","","SCSFP","$95,056,080","","SCSFP","$92,272,086","","SCSFP","$91,277,926","","SCSFP","$93,565,431","","SCSFP","$94,260,326","","SCSFP","$93,455,500","","SCSFP","$94,237,904","","SCSFP","$94,704,919","","SCSFP","$93,766,853","","SCSFP","$91,930,126","","SCSFP","$95,601,327","","SCSFP","$98,492,542","","SCSFP","$98,249,057","","SCSFP","$94,715,639","","SCSFP","$91,149,625","","SCSFP","$87,641,632","","SCSFP","$86,111,124","","SCSFP","$83,863,605"
"Other","","SCODOT","$70,313,403","","SCODOT","$74,540,811","","SCODOT","$77,110,360","","SCODOT","$79,406,402","","SCODOT","$81,286,340","","SCODOT","$80,083,525","","SCODOT","$81,410,851","","SCODOT","$85,498,314","","SCODOT","$90,538,517","","SCODOT","$91,883,930","","SCODOT","$96,738,510","","SCODOT","$99,819,577","","SCODOT","$93,335,591","","SCODOT","$90,261,537","","SCODOT","$89,911,526","","SCODOT","$86,708,925","","SCODOT","$80,767,816","","SCODOT","$82,737,046","","SCODOT","$83,191,278","","SCODOT","$82,591,642","","SCODOT","$70,539,157","","SCODOT","$66,256,903","","SCODOT","$66,807,082","","SCODOT","$70,526,014","","SCODOT","$73,669,822","","SCODOT","$69,391,986","","SCODOT","$59,974,115","","SCODOT","$61,456,362","","SCODOT","$61,000,447","","SCODOT","$62,732,931","","SCODOT","$63,296,301","","SCODOT","$66,468,380","","SCODOT","$65,647,051","","SCODOT","$68,857,047","","SCODOT","$66,581,904","","SCODOT","$64,553,281","","SCODOT","$63,337,953","","SCODOT","$64,093,542","","SCODOT","$63,444,212","","SCODOT","$64,657,434"
"Foreign Debt Securities","","SCFORD","$272,277,079","","SCFORD","$281,086,092","","SCFORD","$266,451,093","","SCFORD","$251,729,772","","SCFORD","$251,100,770","","SCFORD","$246,018,211","","SCFORD","$245,334,514","","SCFORD","$242,573,340","","SCFORD","$251,467,348","","SCFORD","$234,270,987","","SCFORD","$245,214,335","","SCFORD","$257,395,877","","SCFORD","$256,146,856","","SCFORD","$257,768,852","","SCFORD","$268,942,477","","SCFORD","$276,401,187","","SCFORD","$290,123,929","","SCFORD","$273,949,130","","SCFORD","$261,093,189","","SCFORD","$242,082,243","","SCFORD","$227,293,227","","SCFORD","$219,803,767","","SCFORD","$217,520,444","","SCFORD","$215,161,228","","SCFORD","$217,445,183","","SCFORD","$208,240,326","","SCFORD","$212,275,999","","SCFORD","$217,172,406","","SCFORD","$215,838,863","","SCFORD","$216,073,949","","SCFORD","$217,061,574","","SCFORD","$216,518,241","","SCFORD","$219,128,871","","SCFORD","$228,820,329","","SCFORD","$223,457,520","","SCFORD","$232,348,165","","SCFORD","$224,111,807","","SCFORD","$234,725,944","","SCFORD","$228,765,775","","SCFORD","$230,430,710"
"Equity Securities Not Held for Trading","","SCEQNFT","$11,100,283","","SCEQNFT","$10,345,728","","SCEQNFT","$14,584,525","","SCEQNFT","$10,483,901","","SCEQNFT","$10,419,005","","SCEQNFT","$9,774,574","","SCEQNFT","$11,044,286","","SCEQNFT","$10,056,420","","SCEQNFT","$10,024,688","","SCEQNFT","$12,393,802","","SCEQNFT","$10,932,801","","SCEQNFT","$13,009,769","","SCEQNFT","$14,824,840","","SCEQNFT","$11,530,071","","SCEQNFT","$14,869,163","","SCEQNFT","$12,333,277","","SCEQNFT","$11,549,740","","SCEQNFT","$12,294,810","","SCEQNFT","$18,283,684","","SCEQNFT","$11,633,916","","SCEQNFT","$8,924,182","","SCEQNFT","$8,668,087","","SCEQNFT","$8,642,017","","SCEQNFT","$8,035,247","","SCEQNFT","$7,911,823","","SCEQNFT","$8,421,369","","SCEQNFT","$8,304,252","","SCEQNFT","$8,666,320","","SCEQNFT","$9,558,306","","SCEQNFT","$8,949,126","","SCEQNFT","$8,409,890","","SCEQNFT","$9,707,958","","SCEQNFT","$9,554,001","","SCEQNFT","$10,210,136","","SCEQNFT","$12,181,449","","SCEQNFT","$12,227,895","","SCEQNFT","$11,148,759","","SCEQNFT","$11,461,538","","SCEQNFT","$12,459,074","","SCEQNFT","$11,717,460"
"Equity Securities Available for Sale","","SCEQ","$0","","SCEQ","$0","","SCEQ","$0","","SCEQ","$0","","SCEQ","$0","","SCEQ","$0","","SCEQ","$0","","SCEQ","$0","","SCEQ","$0","","SCEQ","$0","","SCEQ","$0","","SCEQ","$0","","SCEQ","$0","","SCEQ","$0","","SCEQ","$0","","SCEQ","$0","","SCEQ","$0","","SCEQ","$12,767","","SCEQ","$53,408","","SCEQ","$736,439","","SCEQ","$742,800","","SCEQ","$1,274,634","","SCEQ","$1,357,726","","SCEQ","$1,325,351","","SCEQ","$2,993,123","","SCEQ","$3,386,586","","SCEQ","$3,582,462","","SCEQ","$3,870,200","","SCEQ","$9,558,306","","SCEQ","$8,949,126","","SCEQ","$8,409,890","","SCEQ","$9,707,958","","SCEQ","$9,554,001","","SCEQ","$10,210,136","","SCEQ","$12,181,449","","SCEQ","$12,227,895","","SCEQ","$11,148,759","","SCEQ","$11,461,538","","SCEQ","$12,459,074","","SCEQ","$11,717,460"
"Equity Readily Determinable Fair Values","","SCEQFV","$11,100,283","","SCEQFV","$10,345,728","","SCEQFV","$14,584,525","","SCEQFV","$10,483,901","","SCEQFV","$10,419,005","","SCEQFV","$9,774,574","","SCEQFV","$11,044,286","","SCEQFV","$10,056,420","","SCEQFV","$10,024,688","","SCEQFV","$12,393,802","","SCEQFV","$10,932,801","","SCEQFV","$13,009,769","","SCEQFV","$14,824,840","","SCEQFV","$11,530,071","","SCEQFV","$14,869,163","","SCEQFV","$12,333,277","","SCEQFV","$11,549,740","","SCEQFV","$12,282,043","","SCEQFV","$18,230,276","","SCEQFV","$10,897,477","","SCEQFV","$8,181,382","","SCEQFV","$7,393,453","","SCEQFV","$7,284,291","","SCEQFV","$6,709,896","","SCEQFV","$4,918,700","","SCEQFV","$5,034,783","","SCEQFV","$4,721,790","","SCEQFV","$4,796,120","","SCEQFV","$0","","SCEQFV","$0","","SCEQFV","$0","","SCEQFV","$0","","SCEQFV","$0","","SCEQFV","$0","","SCEQFV","$0","","SCEQFV","$0","","SCEQFV","$0","","SCEQFV","$0","","SCEQFV","$0","","SCEQFV","$0"
"Less: Allowance for Credit Losses on Held to Maturity Debt Securities","","SCHTMRES","$507,778","","SCHTMRES","$530,893","","SCHTMRES","$508,294","","SCHTMRES","$498,204","","SCHTMRES","$456,346","","SCHTMRES","$437,454","","SCHTMRES","$416,387","","SCHTMRES","$408,913","","SCHTMRES","$414,205","","SCHTMRES","$393,380","","SCHTMRES","$367,782","","SCHTMRES","$341,107","","SCHTMRES","$340,588","","SCHTMRES","$340,497","","SCHTMRES","$353,321","","SCHTMRES","$361,180","","SCHTMRES","$295,904","","SCHTMRES","$327,304","","SCHTMRES","$243,852","","SCHTMRES","$175,600","","SCHTMRES","$0","","SCHTMRES","$0","","SCHTMRES","$0","","SCHTMRES","$0","","SCHTMRES","$0","","SCHTMRES","$0","","SCHTMRES","$0","","SCHTMRES","$0","","SCHTMRES","$0","","SCHTMRES","$0","","SCHTMRES","$0","","SCHTMRES","$0","","SCHTMRES","$0","","SCHTMRES","$0","","SCHTMRES","$0","","SCHTMRES","$0","","SCHTMRES","$0","","SCHTMRES","$0","","SCHTMRES","$0","","SCHTMRES","$0"
"Less: Assets Held in Trading Accounts for TFR Reporters","","SCTATFR","$0","","SCTATFR","$0","","SCTATFR","$0","","SCTATFR","$0","","SCTATFR","$0","","SCTATFR","$0","","SCTATFR","$0","","SCTATFR","$0","","SCTATFR","$0","","SCTATFR","$0","","SCTATFR","$0","","SCTATFR","$0","","SCTATFR","$0","","SCTATFR","$0","","SCTATFR","$0","","SCTATFR","$0","","SCTATFR","$0","","SCTATFR","$0","","SCTATFR","$0","","SCTATFR","$0","","SCTATFR","$0","","SCTATFR","$0","","SCTATFR","$0","","SCTATFR","$0","","SCTATFR","$0","","SCTATFR","$0","","SCTATFR","$0","","SCTATFR","$0","","SCTATFR","$0","","SCTATFR","$0","","SCTATFR","$0","","SCTATFR","$0","","SCTATFR","$0","","SCTATFR","$0","","SCTATFR","$0","","SCTATFR","$0","","SCTATFR","$0","","SCTATFR","$0","","SCTATFR","$0","","SCTATFR","$0"
"Less: General Valuation Allowances for Securities for TFR Reporters","","N/A","N/A","","N/A","N/A","","N/A","N/A","","N/A","N/A","","N/A","N/A","","N/A","N/A","","N/A","N/A","","N/A","N/A","","N/A","N/A","","N/A","N/A","","N/A","N/A","","N/A","N/A","","N/A","N/A","","N/A","N/A","","N/A","N/A","","N/A","N/A","","N/A","N/A","","N/A","N/A","","N/A","N/A","","N/A","N/A","","N/A","N/A","","N/A","N/A","","N/A","N/A","","N/A","N/A","","N/A","N/A","","N/A","N/A","","N/A","N/A","","N/A","N/A","","N/A","N/A","","N/A","N/A","","N/A","N/A","","N/A","N/A","","N/A","N/A","","N/A","N/A","","N/A","N/A","","N/A","N/A","","N/A","N/A","","N/A","N/A","","N/A","N/A","","N/A","N/A"
"Memoranda Securities (footnote: 2","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  ","","N/A","  "
"Pledged Securities","","SCPLEDGE","$2,386,834,720","","SCPLEDGE","$2,468,159,068","","SCPLEDGE","$2,485,658,241","","SCPLEDGE","$2,454,681,315","","SCPLEDGE","$2,439,215,720","","SCPLEDGE","$2,337,763,638","","SCPLEDGE","$2,396,688,829","","SCPLEDGE","$2,082,417,157","","SCPLEDGE","$1,697,707,326","","SCPLEDGE","$1,610,054,401","","SCPLEDGE","$1,581,414,648","","SCPLEDGE","$1,566,304,626","","SCPLEDGE","$1,554,272,323","","SCPLEDGE","$1,461,075,352","","SCPLEDGE","$1,414,220,069","","SCPLEDGE","$1,417,240,950","","SCPLEDGE","$1,359,933,252","","SCPLEDGE","$1,308,548,764","","SCPLEDGE","$1,294,065,842","","SCPLEDGE","$1,242,108,556","","SCPLEDGE","$1,021,906,318","","SCPLEDGE","$1,022,904,844","","SCPLEDGE","$1,011,805,708","","SCPLEDGE","$1,006,113,264","","SCPLEDGE","$1,012,818,789","","SCPLEDGE","$979,330,234","","SCPLEDGE","$990,863,433","","SCPLEDGE","$1,007,934,073","","SCPLEDGE","$1,045,603,993","","SCPLEDGE","$1,025,066,499","","SCPLEDGE","$1,048,476,376","","SCPLEDGE","$1,036,709,022","","SCPLEDGE","$1,056,428,813","","SCPLEDGE","$1,112,203,238","","SCPLEDGE","$1,153,353,694","","SCPLEDGE","$1,142,652,681","","SCPLEDGE","$1,163,216,575","","SCPLEDGE","$1,168,578,244","","SCPLEDGE","$1,216,189,162","","SCPLEDGE","$1,156,389,600"
